library_name,github_repo,stars,usage_count,model_ids,imported_entities
bleurt_pytorch,,,2,"lucadiliello/BLEURT-20-D12, lucadiliello/BLEURT-20",lucadiliello/BLEURT-20-D12: bleurt_pytorch.BleurtConfig; lucadiliello/BLEURT-20-D12: bleurt_pytorch.BleurtForSequenceClassification; lucadiliello/BLEURT-20-D12: bleurt_pytorch.BleurtTokenizer; lucadiliello/BLEURT-20: bleurt_pytorch.BleurtConfig; lucadiliello/BLEURT-20: bleurt_pytorch.BleurtForSequenceClassification; lucadiliello/BLEURT-20: bleurt_pytorch.BleurtTokenizer
boto3,,,2,"Dongjin-kr/ko-reranker, amazon/Titan-text-embeddings-v2",Dongjin-kr/ko-reranker: boto3; amazon/Titan-text-embeddings-v2: boto3
cartesia_pytorch,,,1,cartesia-ai/Rene-v0.1-1.3b-pytorch,cartesia-ai/Rene-v0.1-1.3b-pytorch: cartesia_pytorch.ReneLMHeadModel
chemicalconverters,,,1,knowledgator/IUPAC2SMILES-canonical-base,knowledgator/IUPAC2SMILES-canonical-base: chemicalconverters.NamesConverter; knowledgator/IUPAC2SMILES-canonical-base: chemicalconverters.NamesConverter
chronos,,,10,"amazon/chronos-t5-tiny, autogluon/chronos-t5-tiny, amazon/chronos-t5-small, autogluon/chronos-t5-base, amazon/chronos-t5-large, autogluon/chronos-t5-small, autogluon/chronos-t5-large, amazon/chronos-t5-mini, autogluon/chronos-t5-mini, amazon/chronos-t5-base",amazon/chronos-t5-tiny: chronos.ChronosPipeline; autogluon/chronos-t5-tiny: chronos.ChronosPipeline; amazon/chronos-t5-small: chronos.ChronosPipeline; autogluon/chronos-t5-base: chronos.ChronosPipeline; amazon/chronos-t5-large: chronos.ChronosPipeline; autogluon/chronos-t5-small: chronos.ChronosPipeline; autogluon/chronos-t5-large: chronos.ChronosPipeline; amazon/chronos-t5-mini: chronos.ChronosPipeline; autogluon/chronos-t5-mini: chronos.ChronosPipeline; amazon/chronos-t5-base: chronos.ChronosPipeline
cli,,,1,FreedomIntelligence/HuatuoGPT-Vision-7B,FreedomIntelligence/HuatuoGPT-Vision-7B: cli.HuatuoChatbot
clip,,,2,"M-CLIP/XLM-Roberta-Large-Vit-B-32, M-CLIP/XLM-Roberta-Large-Vit-L-14",M-CLIP/XLM-Roberta-Large-Vit-B-32: clip; M-CLIP/XLM-Roberta-Large-Vit-L-14: clip
cog_sdxl,,,2,"SvenN/sdxl-emoji, fofr/sdxl-2004",SvenN/sdxl-emoji: cog_sdxl.dataset_and_utils.TokenEmbeddingsHandler; fofr/sdxl-2004: cog_sdxl.dataset_and_utils.TokenEmbeddingsHandler
colbert,,,6,"colbert-ir/colbertv2.0, answerdotai/answerai-colbert-small-v1, jinaai/jina-colbert-v2, jinaai/jina-colbert-v1-en, antoinelouis/colbertv2-camembert-L4-mmarcoFR, antoinelouis/colbert-xm",colbert-ir/colbertv2.0: colbert.infra.Run; colbert-ir/colbertv2.0: colbert.infra.RunConfig; colbert-ir/colbertv2.0: colbert.infra.ColBERTConfig; colbert-ir/colbertv2.0: colbert.Indexer; colbert-ir/colbertv2.0: colbert.data.Queries; colbert-ir/colbertv2.0: colbert.infra.Run; colbert-ir/colbertv2.0: colbert.infra.RunConfig; colbert-ir/colbertv2.0: colbert.infra.ColBERTConfig; colbert-ir/colbertv2.0: colbert.Searcher; colbert-ir/colbertv2.0: colbert.infra.Run; colbert-ir/colbertv2.0: colbert.infra.RunConfig; colbert-ir/colbertv2.0: colbert.infra.ColBERTConfig; colbert-ir/colbertv2.0: colbert.Trainer; answerdotai/answerai-colbert-small-v1: colbert.Indexer; answerdotai/answerai-colbert-small-v1: colbert.infra.Run; answerdotai/answerai-colbert-small-v1: colbert.infra.RunConfig; answerdotai/answerai-colbert-small-v1: colbert.infra.ColBERTConfig; answerdotai/answerai-colbert-small-v1: colbert.Searcher; answerdotai/answerai-colbert-small-v1: colbert.infra.Run; answerdotai/answerai-colbert-small-v1: colbert.infra.RunConfig; answerdotai/answerai-colbert-small-v1: colbert.infra.ColBERTConfig; answerdotai/answerai-colbert-small-v1: colbert.modeling.checkpoint.Checkpoint; jinaai/jina-colbert-v2: colbert.infra.ColBERTConfig; jinaai/jina-colbert-v2: colbert.modeling.checkpoint.Checkpoint; jinaai/jina-colbert-v1-en: colbert.Indexer; jinaai/jina-colbert-v1-en: colbert.infra.Run; jinaai/jina-colbert-v1-en: colbert.infra.RunConfig; jinaai/jina-colbert-v1-en: colbert.infra.ColBERTConfig; jinaai/jina-colbert-v1-en: colbert.Searcher; jinaai/jina-colbert-v1-en: colbert.infra.Run; jinaai/jina-colbert-v1-en: colbert.infra.RunConfig; jinaai/jina-colbert-v1-en: colbert.infra.ColBERTConfig; jinaai/jina-colbert-v1-en: colbert.modeling.checkpoint.Checkpoint; jinaai/jina-colbert-v1-en: colbert.modeling.checkpoint.Checkpoint; jinaai/jina-colbert-v1-en: colbert.infra.ColBERTConfig; antoinelouis/colbertv2-camembert-L4-mmarcoFR: colbert.Indexer; antoinelouis/colbertv2-camembert-L4-mmarcoFR: colbert.Searcher; antoinelouis/colbertv2-camembert-L4-mmarcoFR: colbert.infra.Run; antoinelouis/colbertv2-camembert-L4-mmarcoFR: colbert.infra.RunConfig; antoinelouis/colbert-xm: colbert.infra.Run; antoinelouis/colbert-xm: colbert.infra.RunConfig
colorama,,,1,KoboldAI/LLaMA2-13B-Holomax,KoboldAI/LLaMA2-13B-Holomax: colorama.Fore; KoboldAI/LLaMA2-13B-Holomax: colorama.Style; KoboldAI/LLaMA2-13B-Holomax: colorama.init
colorful,,,1,ToddGoldfarb/Cadet-Tiny,ToddGoldfarb/Cadet-Tiny: colorful
colpali_engine,,,3,"vidore/colpali, vidore/colpali-v1.2, vidore/colqwen2-v0.1",vidore/colpali: colpali_engine.models.paligemma_colbert_architecture.ColPali; vidore/colpali: colpali_engine.trainer.retrieval_evaluator.CustomEvaluator; vidore/colpali: colpali_engine.utils.colpali_processing_utils.process_images; vidore/colpali: colpali_engine.utils.colpali_processing_utils.process_queries; vidore/colpali: colpali_engine.utils.image_from_page_utils.load_from_dataset; vidore/colpali-v1.2: colpali_engine.models.ColPali; vidore/colpali-v1.2: colpali_engine.models.ColPaliProcessor; vidore/colqwen2-v0.1: colpali_engine.models.ColQwen2; vidore/colqwen2-v0.1: colpali_engine.models.ColQwen2Processor
conch,,,1,MahmoodLab/CONCH,MahmoodLab/CONCH: conch.open_clip_custom.create_model_from_pretrained
conette,,,1,Labbeti/conette,Labbeti/conette: conette.CoNeTTEConfig; Labbeti/conette: conette.CoNeTTEModel
config,,,4,"BK-Lee/TroL-1.8B, BK-Lee/TroL-7B, BK-Lee/Meteor-Mamba, BK-Lee/Meteor-MLM",BK-Lee/TroL-1.8B: config.*; BK-Lee/TroL-7B: config.*; BK-Lee/Meteor-Mamba: config.*; BK-Lee/Meteor-MLM: config.*
controlnet_aux,,,26,"tianweiy/DMD2, lllyasviel/control_v11e_sd15_shuffle, lllyasviel/control_v11p_sd15_openpose, ControlNet-1-1-preview/control_v11p_sd15_lineart, thibaud/controlnet-openpose-sdxl-1.0, lllyasviel/control_v11p_sd15_softedge, xinsir/controlnet-openpose-sdxl-1.0, lllyasviel/sd-controlnet-mlsd, TencentARC/t2i-adapter-sketch-sdxl-1.0, lllyasviel/control_v11p_sd15_lineart, xinsir/controlnet-depth-sdxl-1.0, lllyasviel/control_v11p_sd15_mlsd, xinsir/controlnet-scribble-sdxl-1.0, TencentARC/t2i-adapter-lineart-sdxl-1.0, TencentARC/t2i-adapter-canny-sdxl-1.0, TencentARC/t2i-adapter-depth-midas-sdxl-1.0, lllyasviel/sd-controlnet-scribble, lllyasviel/control_v11p_sd15_scribble, lllyasviel/control_v11p_sd15_normalbae, lllyasviel/sd-controlnet-openpose, TencentARC/t2i-adapter-depth-zoe-sdxl-1.0, lllyasviel/control_v11p_sd15s2_lineart_anime, TencentARC/t2i-adapter-openpose-sdxl-1.0, TencentARC/t2iadapter_sketch_sd15v2, TencentARC/t2iadapter_depth_sd15v2, jasperai/Flux.1-dev-Controlnet-Surface-Normals",tianweiy/DMD2: controlnet_aux.canny.CannyDetector; lllyasviel/control_v11e_sd15_shuffle: controlnet_aux.ContentShuffleDetector; lllyasviel/control_v11p_sd15_openpose: controlnet_aux.OpenposeDetector; ControlNet-1-1-preview/control_v11p_sd15_lineart: controlnet_aux.LineartDetector; thibaud/controlnet-openpose-sdxl-1.0: controlnet_aux.OpenposeDetector; lllyasviel/control_v11p_sd15_softedge: controlnet_aux.PidiNetDetector; lllyasviel/control_v11p_sd15_softedge: controlnet_aux.HEDdetector; xinsir/controlnet-openpose-sdxl-1.0: controlnet_aux.OpenposeDetector; lllyasviel/sd-controlnet-mlsd: controlnet_aux.MLSDdetector; TencentARC/t2i-adapter-sketch-sdxl-1.0: controlnet_aux.pidi.PidiNetDetector; lllyasviel/control_v11p_sd15_lineart: controlnet_aux.LineartDetector; xinsir/controlnet-depth-sdxl-1.0: controlnet_aux.MidasDetector; xinsir/controlnet-depth-sdxl-1.0: controlnet_aux.ZoeDetector; lllyasviel/control_v11p_sd15_mlsd: controlnet_aux.MLSDdetector; xinsir/controlnet-scribble-sdxl-1.0: controlnet_aux.PidiNetDetector; xinsir/controlnet-scribble-sdxl-1.0: controlnet_aux.HEDdetector; TencentARC/t2i-adapter-lineart-sdxl-1.0: controlnet_aux.lineart.LineartDetector; TencentARC/t2i-adapter-canny-sdxl-1.0: controlnet_aux.canny.CannyDetector; TencentARC/t2i-adapter-depth-midas-sdxl-1.0: controlnet_aux.midas.MidasDetector; lllyasviel/sd-controlnet-scribble: controlnet_aux.HEDdetector; lllyasviel/control_v11p_sd15_scribble: controlnet_aux.PidiNetDetector; lllyasviel/control_v11p_sd15_scribble: controlnet_aux.HEDdetector; lllyasviel/control_v11p_sd15_normalbae: controlnet_aux.NormalBaeDetector; lllyasviel/sd-controlnet-openpose: controlnet_aux.OpenposeDetector; TencentARC/t2i-adapter-depth-zoe-sdxl-1.0: controlnet_aux.ZoeDetector; lllyasviel/control_v11p_sd15s2_lineart_anime: controlnet_aux.LineartAnimeDetector; TencentARC/t2i-adapter-openpose-sdxl-1.0: controlnet_aux.OpenposeDetector; TencentARC/t2iadapter_sketch_sd15v2: controlnet_aux.PidiNetDetector; TencentARC/t2iadapter_depth_sd15v2: controlnet_aux.MidasDetector; jasperai/Flux.1-dev-Controlnet-Surface-Normals: controlnet_aux.NormalBaeDetector
conversation,,,2,"GeneZC/MiniChat-2-3B, GeneZC/MiniChat-3B",GeneZC/MiniChat-2-3B: conversation.get_default_conv_template; GeneZC/MiniChat-3B: conversation.get_default_conv_template
copy,,,14,"lmms-lab/llava-onevision-qwen2-0.5b-ov, lmms-lab/llava-onevision-qwen2-7b-ov, lmms-lab/llava-onevision-qwen2-7b-ov-chat, lmms-lab/llava-onevision-qwen2-72b-ov-sft, lmms-lab/llava-onevision-qwen2-0.5b-si, lmms-lab/LLaVA-NeXT-Video-7B-Qwen2, lmms-lab/llava-onevision-qwen2-7b-si, lmms-lab/llava-onevision-qwen2-72b-ov-chat, lmms-lab/llava-onevision-qwen2-72b-si, gokaygokay/Florence-2-SD3-Captioner, thwri/CogFlorence-2.2-Large, thwri/CogFlorence-2.1-Large, gokaygokay/Florence-2-Flux-Large, gokaygokay/Florence-2-Flux",lmms-lab/llava-onevision-qwen2-0.5b-ov: copy; lmms-lab/llava-onevision-qwen2-7b-ov: copy; lmms-lab/llava-onevision-qwen2-7b-ov-chat: copy; lmms-lab/llava-onevision-qwen2-72b-ov-sft: copy; lmms-lab/llava-onevision-qwen2-0.5b-si: copy; lmms-lab/LLaVA-NeXT-Video-7B-Qwen2: copy; lmms-lab/llava-onevision-qwen2-7b-si: copy; lmms-lab/llava-onevision-qwen2-72b-ov-chat: copy; lmms-lab/llava-onevision-qwen2-72b-si: copy; gokaygokay/Florence-2-SD3-Captioner: copy; thwri/CogFlorence-2.2-Large: copy; thwri/CogFlorence-2.1-Large: copy; gokaygokay/Florence-2-Flux-Large: copy; gokaygokay/Florence-2-Flux: copy
csv,,,5,"cardiffnlp/twitter-roberta-base-sentiment, cardiffnlp/twitter-roberta-base-irony, cardiffnlp/twitter-roberta-base-offensive, cardiffnlp/twitter-roberta-base-emotion, cardiffnlp/twitter-roberta-base-hate",cardiffnlp/twitter-roberta-base-sentiment: csv; cardiffnlp/twitter-roberta-base-irony: csv; cardiffnlp/twitter-roberta-base-offensive: csv; cardiffnlp/twitter-roberta-base-emotion: csv; cardiffnlp/twitter-roberta-base-hate: csv
ctc_forced_aligner,,,1,MahmoudAshraf/mms-300m-1130-forced-aligner,MahmoudAshraf/mms-300m-1130-forced-aligner: ctc_forced_aligner.load_audio; MahmoudAshraf/mms-300m-1130-forced-aligner: ctc_forced_aligner.load_alignment_model; MahmoudAshraf/mms-300m-1130-forced-aligner: ctc_forced_aligner.generate_emissions; MahmoudAshraf/mms-300m-1130-forced-aligner: ctc_forced_aligner.preprocess_text; MahmoudAshraf/mms-300m-1130-forced-aligner: ctc_forced_aligner.get_alignments; MahmoudAshraf/mms-300m-1130-forced-aligner: ctc_forced_aligner.get_spans; MahmoudAshraf/mms-300m-1130-forced-aligner: ctc_forced_aligner.postprocess_results
