library_name,github_repo,stars,usage_count,model_ids
span_marker,,,4,"sepulm01/span-marker-bert-base-conll2002-es, tomaarsen/span-marker-mbert-base-multinerd, tomaarsen/span-marker-bert-base-orgs, tomaarsen/span-marker-bert-base-uncased-acronyms"
speechbrain,,,15,"speechbrain/spkrec-ecapa-voxceleb, speechbrain/lang-id-voxlingua107-ecapa, TalTechNLP/voxlingua107-epaca-tdnn, speechbrain/emotion-recognition-wav2vec2-IEMOCAP, speechbrain/metricgan-plus-voicebank, speechbrain/lang-id-commonlanguage_ecapa, speechbrain/mtl-mimic-voicebank, speechbrain/vad-crdnn-libriparty, speechbrain/tts-diffwave-ljspeech, speechbrain/spkrec-xvect-voxceleb, speechbrain/sepformer-wsj02mix, speechbrain/tts-hifigan-ljspeech, speechbrain/tts-tacotron2-ljspeech, speechbrain/asr-crdnn-rnnlm-librispeech, speechbrain/cnn14-esc50"
src,,,2,"m3hrdadfi/hubert-base-persian-speech-gender-recognition, M-CLIP/M-BERT-Base-ViT-B"
stable_audio_tools,,,1,stabilityai/stable-audio-open-1.0
stable_baselines3,,,1,sb3/ppo-Pendulum-v1
stop_word,,,2,"migtissera/Tess-v2.5.2-Qwen2-72B, migtissera/Tess-v2.5-Qwen2-72B"
string,,,2,"m-a-p/ChatMusician-Base, m3hrdadfi/wav2vec2-large-xlsr-persian"
subprocess,,,3,"LLM4Binary/llm4decompile-6.7b-v1.5, KoboldAI/LLaMA2-13B-Holomax, dahara1/llama-translate-gguf"
super_image,,,4,"eugenesiow/edsr-base, eugenesiow/edsr, eugenesiow/drln, eugenesiow/pan-bam"
symusic,,,1,m-a-p/ChatMusician-Base
tango,,,1,declare-lab/tango-full
tarfile,,,2,"anton-l/wav2vec2-large-xlsr-53-romanian, anton-l/wav2vec2-large-xlsr-53-estonian"
tasknet,,,3,"tasksource/deberta-small-long-nli, tasksource/deberta-base-long-nli, sileod/deberta-v3-base-tasksource-nli"
text2phonemesequence,,,1,vinai/xphonebert-base
text2vec,,,3,"shibing624/text2vec-base-multilingual, shibing624/text2vec-base-chinese, shibing624/text2vec-base-chinese-paraphrase"
text_generation,,,6,"HuggingFaceM4/idefics2-8b, HuggingFaceM4/idefics2-8b-base, HuggingFaceM4/idefics-9b-instruct, HuggingFaceM4/idefics2-8b-chatty, HuggingFaceM4/idefics-9b, HuggingFaceM4/idefics-80b-instruct"
textsum,,,3,"pszemraj/led-large-book-summary, pszemraj/long-t5-tglobal-base-16384-book-summary, pszemraj/long-t5-tglobal-base-sci-simplify-elife"
the,,,1,lmstudio-community/Qwen1.5-32B-Chat-GGUF
this,,,1,Stancld/longt5-tglobal-large-16384-pubmed-3k_steps
threading,,,12,"OpenGVLab/InternVL2-1B, OpenGVLab/InternVL2-Llama3-76B, OpenGVLab/InternVL2-2B, OpenGVLab/InternVL2-8B, OpenGVLab/InternVL2-26B, OpenGVLab/InternVL2-40B, OpenGVLab/InternVL2-4B, OpenGVLab/InternVL-Chat-V1-5, OpenGVLab/Mini-InternVL-Chat-2B-V1-5, NVEagle/Eagle-X5-13B-Chat, NVEagle/Eagle-X5-7B, OpenGVLab/Mini-InternVL-Chat-4B-V1-5"
time,,,8,"ytu-ce-cosmos/Turkish-Llama-8b-v0.1, abhinavkulkarni/codellama-CodeLlama-7b-Python-hf-w4-g128-awq, gbueno86/Meta-LLama-3-Cat-A-LLama-70b, weblab-GENIAC/Tanuki-8x8B-dpo-v1.0, NexaAIDev/Octopus-v2-gguf-awq, heegyu/EEVE-Korean-Instruct-10.8B-v1.0-GGUF, BK-Lee/Meteor-Mamba, BK-Lee/Meteor-MLM"
timesfm,,,1,google/timesfm-1.0-200m
timm,,,439,"timm/resnet50.a1_in1k, timm/mobilenetv3_large_100.ra_in1k, timm/resnet18.a1_in1k, timm/tf_efficientnet_b1.ns_jft_in1k, timm/efficientnet_b0.ra_in1k, timm/efficientnet_lite0.ra_in1k, timm/vit_base_patch16_224.augreg2_in21k_ft_in1k, timm/vgg16.tv_in1k, timm/vit_base_patch8_224.augreg2_in21k_ft_in1k, prov-gigapath/prov-gigapath, timm/ghostnet_100.in1k, timm/ViT-SO400M-14-SigLIP-384, timm/convnext_xxlarge.clip_laion2b_soup_ft_in1k, timm/tf_mobilenetv3_large_minimal_100.in1k, timm/tf_efficientnetv2_xl.in21k_ft_in1k, timm/tf_efficientnetv2_s.in21k_ft_in1k, timm/vit_small_patch16_224.augreg_in21k_ft_in1k, timm/resnet34.a1_in1k, timm/resnet101.a1h_in1k, timm/tf_efficientnet_b0.ns_jft_in1k, timm/beitv2_base_patch16_224.in1k_ft_in22k, timm/mobilenetv2_100.ra_in1k, timm/ViT-B-16-SigLIP, timm/convnext_tiny.in12k_ft_in1k, timm/swin_base_patch4_window7_224.ms_in22k_ft_in1k, timm/wide_resnet50_2.racm_in1k, timm/vit_base_patch14_dinov2.lvd142m, timm/tf_efficientnetv2_s.in21k, timm/convnext_small.fb_in22k, timm/vgg19_bn.tv_in1k, timm/inception_v3.tv_in1k, timm/efficientnet_b3.ra2_in1k, timm/convnext_base.fb_in22k_ft_in1k, timm/swinv2_cr_tiny_ns_224.sw_in1k, timm/nfnet_l0.ra2_in1k, timm/lcnet_050.ra2_in1k, timm/tf_mobilenetv3_small_minimal_100.in1k, timm/resnet18.fb_swsl_ig1b_ft_in1k, timm/repvgg_a2.rvgg_in1k, timm/vit_large_patch14_reg4_dinov2.lvd142m, timm/vit_base_patch16_clip_384.laion2b_ft_in12k_in1k, timm/inception_v3.tf_adv_in1k, timm/deit_base_distilled_patch16_224.fb_in1k, timm/regnety_002.pycls_in1k, timm/beit_base_patch16_224.in22k_ft_in22k_in1k, timm/eva_large_patch14_196.in22k_ft_in22k_in1k, timm/ese_vovnet19b_dw.ra_in1k, timm/pnasnet5large.tf_in1k, timm/volo_d1_224.sail_in1k, timm/dm_nfnet_f0.dm_in1k, timm/hrnet_w18.ms_aug_in1k, timm/res2net50_14w_8s.in1k, timm/mobilevit_s.cvnets_in1k, timm/mnasnet_100.rmsp_in1k, timm/cspdarknet53.ra_in1k, timm/fbnetc_100.rmsp_in1k, timm/convit_base.fb_in1k, timm/dla102.in1k, timm/cait_m36_384.fb_dist_in1k, timm/resnest101e.in1k, timm/inception_v3.gluon_in1k, timm/botnet26t_256.c1_in1k, timm/dpn107.mx_in1k, timm/pit_b_224.in1k, timm/res2net101_26w_4s.in1k, timm/res2next50.in1k, timm/convmixer_768_32.in1k, timm/spnasnet_100.rmsp_in1k, timm/mixer_b16_224.goog_in21k_ft_in1k, timm/coat_lite_mini.in1k, timm/mixnet_l.ft_in1k, timm/rexnet_100.nav_in1k, timm/fbnetv3_b.ra2_in1k, timm/crossvit_9_240.in1k, timm/levit_128.fb_dist_in1k, timm/tinynet_a.in1k, timm/poolformer_m36.sail_in1k, timm/visformer_small.in1k, timm/eca_botnext26ts_256.c1_in1k, timm/gmixer_24_224.ra3_in1k, timm/seresnet50.a1_in1k, timm/eca_halonext26ts.c1_in1k, timm/resmlp_12_224.fb_in1k, timm/gernet_l.idstcv_in1k, timm/gmlp_s16_224.ra3_in1k, timm/selecsls42b.in1k, timm/xcit_large_24_p8_224.fb_in1k, timm/sebotnet33ts_256.a1h_in1k, timm/twins_pcpvt_base.in1k, timm/tf_mixnet_l.in1k, timm/nest_base_jx.goog_in1k, timm/resnext101_32x16d.fb_swsl_ig1b_ft_in1k, timm/vit_tiny_patch16_224.augreg_in21k_ft_in1k, timm/resnet50.ram_in1k, timm/vit_large_patch14_dinov2.lvd142m, timm/resnetv2_101x1_bit.goog_in21k, timm/mobilenetv3_large_100.miil_in21k_ft_in1k, timm/efficientnet_b1.ra4_e3600_r240_in1k, timm/inception_resnet_v2.tf_in1k, timm/efficientnet_b4.ra2_in1k, timm/maxvit_base_tf_512.in21k_ft_in1k, timm/vit_base_patch16_224.augreg_in21k, timm/resnet50_gn.a1h_in1k, timm/ViT-B-16-SigLIP-256, timm/tf_efficientnetv2_b0.in1k, timm/vit_small_patch14_dinov2.lvd142m, timm/convnext_small.in12k_ft_in1k_384, timm/efficientvit_l2.r224_in1k, timm/maxvit_nano_rw_256.sw_in1k, timm/mobilevit_xs.cvnets_in1k, timm/convnext_large_mlp.clip_laion2b_soup_ft_in12k_in1k_320, timm/maxvit_large_tf_512.in1k, timm/resnet18.tv_in1k, timm/edgenext_small.usi_in1k, timm/vit_base_patch14_reg4_dinov2.lvd142m, timm/densenet121.ra_in1k, timm/vit_base_patch16_224.dino, timm/swin_tiny_patch4_window7_224.ms_in1k, timm/vit_large_patch16_384.augreg_in21k_ft_in1k, timm/ViT-L-16-SigLIP-256, timm/vit_small_patch14_reg4_dinov2.lvd142m, timm/efficientnet_b1.ft_in1k, timm/mobilenetv4_conv_small.e2400_r224_in1k, timm/tf_efficientnet_b3.ns_jft_in1k, timm/vit_base_patch16_224.mae, timm/vit_base_patch32_clip_448.laion2b_ft_in12k_in1k, timm/vit_base_r50_s16_384.orig_in21k_ft_in1k, timm/convnext_small.fb_in22k_ft_in1k_384, timm/ViT-B-16-SigLIP-512, timm/convnext_nano.in12k_ft_in1k, timm/mobilenetv3_small_100.lamb_in1k, timm/eva_large_patch14_196.in22k_ft_in1k, timm/efficientnetv2_rw_m.agc_in1k, timm/vit_base_patch16_384.augreg_in21k_ft_in1k, timm/resnet18d.ra2_in1k, timm/densenet201.tv_in1k, timm/vit_base_patch16_224.orig_in21k_ft_in1k, timm/resnet50d.a1_in1k, paige-ai/Virchow2, timm/efficientnet_b2.ra_in1k, timm/regnetz_c16.ra3_in1k, timm/inception_v4.tf_in1k, timm/resnet101.tv_in1k, timm/resnet50d.ra2_in1k, timm/tf_efficientnet_l2.ns_jft_in1k, timm/tinynet_e.in1k, timm/xcit_small_24_p8_224.fb_dist_in1k, timm/tf_efficientnet_b5.ns_jft_in1k, timm/convnextv2_pico.fcmae_ft_in1k, timm/tf_efficientnetv2_m.in21k_ft_in1k, timm/edgenext_base.in21k_ft_in1k, timm/vgg19.tv_in1k, timm/convnextv2_nano.fcmae_ft_in22k_in1k, timm/efficientnetv2_rw_s.ra2_in1k, timm/resnet152.a1h_in1k, MahmoodLab/UNI, timm/eva02_large_patch14_448.mim_m38m_ft_in22k_in1k, timm/vit_base_patch32_224.augreg_in21k_ft_in1k, timm/efficientnetv2_rw_t.ra2_in1k, timm/convnext_base.fb_in22k, timm/resnet10t.c3_in1k, timm/deit_tiny_patch16_224.fb_in1k, timm/convnext_xlarge.fb_in22k, timm/convnextv2_tiny.fcmae_ft_in22k_in1k_384, timm/vit_large_patch16_224.augreg_in21k_ft_in1k, timm/mobilenetv3_small_050.lamb_in1k, timm/vit_small_patch16_224.dino, timm/efficientnet_b5.sw_in12k_ft_in1k, timm/mobilenetv3_small_075.lamb_in1k, timm/convnextv2_base.fcmae_ft_in22k_in1k, timm/tf_efficientnet_b4.ns_jft_in1k, timm/tf_efficientnet_lite0.in1k, timm/davit_small.msft_in1k, timm/deit3_base_patch16_224.fb_in1k, timm/convnext_base.fb_in22k_ft_in1k_384, timm/vit_base_patch16_224.augreg_in21k_ft_in1k, timm/convnext_base.fb_in1k, timm/resnet50.tv_in1k, timm/mobilenetv4_conv_medium.e500_r256_in1k, timm/swinv2_base_window12to24_192to384.ms_in22k_ft_in1k, timm/twins_svt_large.in1k, timm/beitv2_base_patch16_224.in1k_ft_in22k_in1k, timm/vit_large_patch14_clip_336.openai_ft_in12k_in1k, timm/deit_small_patch16_224.fb_in1k, timm/levit_256.fb_dist_in1k, timm/convnext_pico.d1_in1k, timm/eva02_base_patch14_224.mim_in22k, timm/vit_small_patch16_384.augreg_in21k_ft_in1k, timm/convnextv2_atto.fcmae_ft_in1k, timm/tf_efficientnet_b7.ns_jft_in1k, timm/maxvit_rmlp_tiny_rw_256.sw_in1k, timm/vit_base_patch16_224.orig_in21k, timm/deit_base_patch16_224.fb_in1k, timm/tf_efficientnet_b0.in1k, timm/eva02_base_patch14_448.mim_in22k_ft_in22k_in1k, timm/convnextv2_tiny.fcmae_ft_in22k_in1k, timm/convnext_tiny.in12k, timm/convnext_base.clip_laion2b_augreg_ft_in12k_in1k, timm/tf_mobilenetv3_large_075.in1k, timm/vit_large_patch14_clip_224.openai_ft_in12k_in1k, timm/mobilevitv2_050.cvnets_in1k, timm/convnext_atto.d2_in1k, timm/resnetrs50.tf_in1k, timm/swinv2_base_window8_256.ms_in1k, timm/dpn98.mx_in1k, timm/ese_vovnet39b.ra_in1k, timm/swinv2_base_window12to16_192to256.ms_in22k_ft_in1k, timm/ViT-SO400M-14-SigLIP, timm/resnet101d.ra2_in1k, timm/vit_tiny_patch16_224.augreg_in21k, timm/densenet161.tv_in1k, timm/maxvit_tiny_tf_512.in1k, timm/swin_base_patch4_window12_384.ms_in22k_ft_in1k, timm/resnest14d.gluon_in1k, timm/convnext_small.in12k_ft_in1k, timm/resnetv2_50.a1h_in1k, timm/caformer_s18.sail_in22k_ft_in1k_384, timm/maxvit_small_tf_384.in1k, timm/resnet26d.bt_in1k, timm/convnextv2_large.fcmae_ft_in22k_in1k, timm/convnextv2_large.fcmae, timm/convnextv2_nano.fcmae_ft_in1k, timm/hrnet_w32.ms_in1k, timm/convnextv2_base.fcmae_ft_in22k_in1k_384, timm/regnetx_002.pycls_in1k, timm/convnext_tiny.fb_in22k_ft_in1k_384, bioptimus/H-optimus-0, timm/fastvit_ma36.apple_in1k, timm/mobilevitv2_150.cvnets_in1k, timm/convnext_tiny.fb_in22k, timm/ViT-L-16-SigLIP-384, timm/efficientvit_b3.r224_in1k, timm/regnety_120.sw_in12k_ft_in1k, timm/convnext_atto_ols.a2_in1k, timm/mobilevit_xxs.cvnets_in1k, timm/caformer_b36.sail_in22k_ft_in1k, timm/resnext50d_32x4d.bt_in1k, timm/vit_small_patch16_224.augreg_in1k, timm/wide_resnet101_2.tv_in1k, timm/vit_small_r26_s32_384.augreg_in21k_ft_in1k, timm/tf_efficientnetv2_l.in21k_ft_in1k, timm/swin_large_patch4_window7_224.ms_in22k_ft_in1k, timm/eva02_small_patch14_336.mim_in22k_ft_in1k, paige-ai/Virchow, timm/mobilenetv2_050.lamb_in1k, timm/vit_large_patch16_224.mae, timm/deit_base_distilled_patch16_384.fb_in1k, timm/vit_base_patch8_224.dino, timm/swinv2_tiny_window8_256.ms_in1k, timm/pvt_v2_b4.in1k, timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k, timm/swinv2_cr_small_ns_224.sw_in1k, timm/convnextv2_base.fcmae, timm/convnext_tiny.fb_in22k_ft_in1k, timm/tiny_vit_5m_224.dist_in22k, timm/cait_s24_224.fb_dist_in1k, timm/tf_efficientnetv2_m.in21k, timm/resnext50_32x4d.a1h_in1k, timm/cait_m48_448.fb_dist_in1k, timm/xception41.tf_in1k, timm/beit_base_patch16_224.in22k_ft_in22k, timm/efficientvit_m5.r224_in1k, timm/nf_resnet50.ra2_in1k, timm/efficientformerv2_s0.snap_dist_in1k, timm/convnext_large.fb_in22k_ft_in1k, timm/nf_regnet_b1.ra2_in1k, timm/tf_efficientnet_b0.aa_in1k, timm/dpn131.mx_in1k, FredZhang7/google-safesearch-mini-v2, timm/xception71.tf_in1k, timm/coatnet_1_rw_224.sw_in1k, timm/tf_efficientnet_b2.ns_jft_in1k, timm/swin_small_patch4_window7_224.ms_in22k_ft_in1k, timm/efficientvit_b0.r224_in1k, timm/convnext_tiny.fb_in1k, timm/pit_s_distilled_224.in1k, timm/regnety_008.pycls_in1k, timm/swinv2_tiny_window16_256.ms_in1k, timm/inception_resnet_v2.tf_ens_adv_in1k, timm/resnetv2_101.a1h_in1k, timm/vit_base_patch16_224_miil.in21k, timm/tf_efficientnetv2_s.in1k, timm/convnextv2_femto.fcmae_ft_in1k, timm/regnetz_040.ra3_in1k, timm/efficientnet_b1_pruned.in1k, timm/cspresnet50.ra_in1k, timm/tresnet_l.miil_in1k, timm/dla34.in1k, timm/swinv2_base_window12_192.ms_in22k, timm/vit_base_patch32_384.augreg_in21k_ft_in1k, timm/resnetv2_50x1_bit.goog_distilled_in1k, timm/seresnext26d_32x4d.bt_in1k, timm/swinv2_small_window8_256.ms_in1k, timm/volo_d1_384.sail_in1k, timm/levit_128s.fb_dist_in1k, timm/cspresnext50.ra_in1k, timm/regnetx_064.pycls_in1k, timm/pvt_v2_b1.in1k, timm/regnety_320.seer, timm/vit_small_patch8_224.dino, timm/regnety_064.pycls_in1k, timm/swin_base_patch4_window7_224.ms_in22k, timm/mixnet_s.ft_in1k, timm/tiny_vit_21m_512.dist_in22k_ft_in1k, timm/ecaresnet101d.miil_in1k, timm/nasnetalarge.tf_in1k, timm/vit_small_patch32_224.augreg_in21k_ft_in1k, timm/poolformerv2_s12.sail_in1k, timm/tf_efficientnet_b6.ns_jft_in1k, timm/volo_d2_224.sail_in1k, timm/swinv2_large_window12to16_192to256.ms_in22k_ft_in1k, timm/hrnet_w18_small_v2.gluon_in1k, timm/vit_base_patch16_clip_224.laion2b_ft_in12k_in1k, timm/convformer_b36.sail_in22k_ft_in1k, timm/gcresnext26ts.ch_in1k, timm/rexnet_150.nav_in1k, timm/convnext_large_mlp.clip_laion2b_soup_ft_in12k_in1k_384, timm/efficientformerv2_s2.snap_dist_in1k, timm/vit_small_patch16_224.augreg_in21k, timm/senet154.gluon_in1k, timm/deit3_small_patch16_224.fb_in22k_ft_in1k, timm/swin_large_patch4_window12_384.ms_in22k_ft_in1k, timm/resmlp_24_224.fb_in1k, timm/coatnet_nano_rw_224.sw_in1k, timm/hgnetv2_b5.ssld_stage2_ft_in1k, timm/mobilenetv2_140.ra_in1k, timm/mobilenetv4_conv_small.e1200_r224_in1k, nvidia/MambaVision-T-1K, timm/tf_efficientnetv2_b3.in21k, timm/sequencer2d_l.in1k, timm/tresnet_m.miil_in21k, timm/resnest50d.in1k, timm/regnety_016.tv2_in1k, timm/vit_base_patch16_224.augreg_in1k, timm/swinv2_base_window16_256.ms_in1k, timm/convnextv2_nano.fcmae_ft_in22k_in1k_384, timm/pvt_v2_b2.in1k, timm/levit_384.fb_dist_in1k, timm/fastvit_t8.apple_dist_in1k, timm/resnet50.tv2_in1k, timm/hrnet_w48.ms_in1k, timm/beit_large_patch16_512.in22k_ft_in22k_in1k, timm/mobilevitv2_100.cvnets_in1k, timm/convnext_tiny.in12k_ft_in1k_384, timm/tiny_vit_21m_384.dist_in22k_ft_in1k, timm/hiera_base_224.mae_in1k_ft_in1k, timm/vit_small_patch32_384.augreg_in21k_ft_in1k, timm/convnext_femto_ols.d1_in1k, timm/lcnet_075.ra2_in1k, timm/fastvit_s12.apple_in1k, timm/vit_base_patch8_224.augreg_in21k, timm/vit_giant_patch14_dinov2.lvd142m, timm/vit_pwee_patch16_reg1_gap_256.sbb_in1k, timm/samvit_base_patch16.sa1b, timm/convnext_xlarge.fb_in22k_ft_in1k_384, timm/fastvit_t8.apple_in1k, timm/resnet50.fb_swsl_ig1b_ft_in1k, timm/resnext101_32x8d.tv_in1k, timm/swin_s3_tiny_224.ms_in1k, timm/efficientformer_l1.snap_dist_in1k, timm/eca_nfnet_l0.ra2_in1k, timm/maxvit_tiny_tf_224.in1k, timm/regnety_032.ra_in1k, timm/vit_large_patch14_clip_224.laion2b_ft_in12k_in1k, timm/davit_base.msft_in1k, timm/seresnext50_32x4d.racm_in1k, timm/tf_efficientnetv2_b3.in21k_ft_in1k, timm/resnet34.tv_in1k, timm/eva_large_patch14_336.in22k_ft_in22k_in1k, timm/vgg16_bn.tv_in1k, timm/efficientnet_b0.ra4_e3600_r224_in1k, timm/tresnet_m.miil_in21k_ft_in1k, timm/resnext50_32x4d.fb_swsl_ig1b_ft_in1k, timm/deit3_base_patch16_224.fb_in22k_ft_in1k, timm/efficientvit_b1.r224_in1k, timm/resnet50.a1h_in1k, timm/mobilenetv4_hybrid_medium.e500_r224_in1k, timm/tf_efficientnet_lite2.in1k, timm/eva02_large_patch14_448.mim_in22k_ft_in22k_in1k, timm/deit_small_distilled_patch16_224.fb_in1k, timm/tf_efficientnetv2_b1.in1k, timm/convnext_small.in12k, timm/resnet34d.ra2_in1k, timm/resnet18.a2_in1k, timm/cait_xxs24_224.fb_dist_in1k, timm/coatnet_0_rw_224.sw_in1k, timm/convnext_xlarge.fb_in22k_ft_in1k, timm/lcnet_100.ra2_in1k, timm/repvit_m1_5.dist_300e_in1k, timm/vit_huge_patch14_224.orig_in21k, timm/convnext_xxlarge.clip_laion2b_soup_ft_in12k, timm/repvit_m0_9.dist_300e_in1k, timm/maxvit_small_tf_512.in1k, timm/convnext_pico_ols.d1_in1k, timm/hrnet_w64.ms_in1k, timm/resnet50.a2_in1k, timm/convnext_femto.d1_in1k, timm/tiny_vit_21m_224.dist_in22k_ft_in1k, timm/mobileone_s0.apple_in1k, timm/densenet169.tv_in1k, timm/vit_tiny_patch16_384.augreg_in21k_ft_in1k, timm/vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k, timm/tiny_vit_21m_224.dist_in22k, timm/convnextv2_tiny.fcmae_ft_in1k, timm/xcit_nano_12_p8_384.fb_dist_in1k, timm/convnext_small.fb_in22k_ft_in1k, timm/coatnet_2_rw_224.sw_in12k_ft_in1k, timm/fastvit_t12.apple_in1k, timm/twins_svt_small.in1k, timm/vit_mediumd_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k, timm/convnext_large.fb_in1k, timm/vit_base_patch32_clip_384.openai_ft_in12k_in1k, timm/resnet26.bt_in1k, timm/resnest26d.gluon_in1k, timm/gernet_s.idstcv_in1k, timm/eva02_base_patch14_448.mim_in22k_ft_in1k, timm/beitv2_large_patch16_224.in1k_ft_in22k_in1k, timm/beit_base_patch16_384.in22k_ft_in22k_in1k, timm/vit_small_r26_s32_224.augreg_in21k, timm/deit_tiny_distilled_patch16_224.fb_in1k, timm/mobilenetv4_hybrid_medium.e200_r256_in12k_ft_in1k, timm/ecaresnet26t.ra2_in1k, timm/mobilenetv3_large_100.miil_in21k, timm/pvt_v2_b0.in1k, timm/convnext_base.clip_laion2b_augreg_ft_in12k_in1k_384, 1aurent/vit_base_patch8_224.kaiko_ai_towards_large_pathology_fms, timm/densenet121.tv_in1k, timm/mobilenetv4_conv_aa_large.e230_r448_in12k_ft_in1k, timm/mobilevitv2_075.cvnets_in1k, timm/tf_efficientnetv2_b2.in1k, timm/maxvit_base_tf_384.in1k, timm/beit_large_patch16_224.in22k_ft_in22k_in1k, timm/swinv2_large_window12to24_192to384.ms_in22k_ft_in1k, timm/convnext_base.clip_laion2b_augreg_ft_in1k, timm/edgenext_base.usi_in1k, timm/fastvit_sa12.apple_dist_in1k, timm/resnetv2_50x1_bit.goog_in21k, timm/convnextv2_tiny.fcmae, timm/efficientvit_b2.r224_in1k"
tinyllava,,,1,bczhou/tiny-llava-v1-hf
tkinter,,,1,KoboldAI/LLaMA2-13B-Holomax
tner,,,4,"tner/roberta-large-ontonotes5, tner/roberta-large-wnut2017, tner/roberta-large-tweetner7-all, tner/deberta-v3-large-ontonotes5"
tokenization_small100,,,1,alirezamsh/small100
tokenizers,,,7,"hugohrban/progen2-small, hugohrban/progen2-base, dicta-il/dictabert-large-ner, minuva/MiniLMv2-agentflow-v2-onnx, SamLowe/roberta-base-go_emotions-onnx, huggingface/CodeBERTa-language-id, hugohrban/progen2-large"
torchao,,,1,THUDM/CogVideoX-5b-I2V
torchaudio,,,61,"theainerd/Wav2Vec2-large-xlsr-hindi, speechbrain/spkrec-ecapa-voxceleb, speechbrain/lang-id-voxlingua107-ecapa, superb/hubert-base-superb-ks, nguyenvulebinh/wav2vec2-base-vi, anton-l/wav2vec2-large-xlsr-53-romanian, facebook/seamless-m4t-v2-large, anuragshas/wav2vec2-large-xlsr-53-telugu, m3hrdadfi/wav2vec2-xlsr-persian-speech-emotion-recognition, gvs/wav2vec2-large-xlsr-malayalam, comodoro/wav2vec2-xls-r-300m-cs-250, xbgoose/hubert-large-speech-emotion-recognition-russian-dusha-finetuned, softcatala/wav2vec2-large-xlsr-catala, charactr/vocos-mel-24khz, m-a-p/MERT-v1-330M, stabilityai/stable-audio-open-1.0, cpierse/wav2vec2-large-xlsr-53-esperanto, KBLab/wav2vec2-large-xlsr-53-swedish, m3hrdadfi/hubert-base-persian-speech-gender-recognition, TalTechNLP/voxlingua107-epaca-tdnn, KBLab/wav2vec2-large-voxrex-swedish, alefiury/wav2vec2-large-xlsr-53-gender-recognition-librispeech, speechbrain/metricgan-plus-voicebank, indonesian-nlp/wav2vec2-indonesian-javanese-sundanese, patrickvonplaten/wav2vec2_tiny_random, superb/wav2vec2-base-superb-ks, facebook/wav2vec2-large-xlsr-53-spanish, indonesian-nlp/wav2vec2-large-xlsr-indonesian, m-a-p/MERT-v1-95M, theainerd/wav2vec2-large-xlsr-53-odia, gagan3012/wav2vec2-xlsr-punjabi, speechbrain/lang-id-commonlanguage_ecapa, speechbrain/mtl-mimic-voicebank, 2Noise/ChatTTS, speechbrain/vad-crdnn-libriparty, lighteternal/wav2vec2-large-xlsr-53-greek, nguyenvulebinh/wav2vec2-base-vi-vlsp2020, facebook/wav2vec2-large-xlsr-53-polish, facebook/musicgen-melody, speechbrain/tts-diffwave-ljspeech, facebook/audiogen-medium, Harveenchadha/vakyansh-wav2vec2-tamil-tam-250, speechbrain/spkrec-xvect-voxceleb, speechbrain/sepformer-wsj02mix, PereLluis13/Wav2Vec2-Large-XLSR-53-catalan, facebook/wav2vec2-large-xlsr-53-german, speechbrain/tts-hifigan-ljspeech, speechbrain/tts-tacotron2-ljspeech, TKU410410103/wav2vec2-base-japanese-asr, ai4bharat/indicwav2vec-hindi, TKU410410103/hubert-base-japanese-asr, nguyenvulebinh/wav2vec2-bartpho, facebook/wav2vec2-large-xlsr-53-french, DeividasM/wav2vec2-large-xlsr-53-lithuanian, m-a-p/MERT-v0, maxidl/wav2vec2-large-xlsr-german, TKU410410103/hubert-large-japanese-asr, anton-l/wav2vec2-large-xlsr-53-estonian, TKU410410103/uniTKU-hubert-japanese-asr, m3hrdadfi/wav2vec2-large-xlsr-persian, Labbeti/conette"
